ConfigID,R1A,R1B,R1C,R2A,R2B,R2C,R3A,R3B,R3C,R4A,R4B,R4C,SwitchStates,Status,Voltage_V,VoltageGroup,ConnectionClass,CellsInSeries,ActiveCells
#1009,1,0,0,0,1,1,1,1,1,1,0,0,100 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1010,0,1,0,0,1,1,1,1,1,1,0,0,010 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1011,1,1,0,0,1,1,1,1,1,1,0,0,110 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1012,0,0,1,0,1,1,1,1,1,1,0,0,001 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1013,1,0,1,0,1,1,1,1,1,1,0,0,101 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1014,0,1,1,0,1,1,1,1,1,1,0,0,011 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1015,1,1,1,0,1,1,1,1,1,1,0,0,111 011 111 100,short-circuit,0,Short Circuit,none,0,""
#1016,0,0,0,1,1,1,1,1,1,1,0,0,000 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1017,1,0,0,1,1,1,1,1,1,1,0,0,100 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1018,0,1,0,1,1,1,1,1,1,1,0,0,010 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1019,1,1,0,1,1,1,1,1,1,1,0,0,110 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1020,0,0,1,1,1,1,1,1,1,1,0,0,001 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1021,1,0,1,1,1,1,1,1,1,1,0,0,101 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1022,0,1,1,1,1,1,1,1,1,1,0,0,011 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1023,1,1,1,1,1,1,1,1,1,1,0,0,111 111 111 100,short-circuit,0,Short Circuit,none,0,""
#1024,0,0,0,0,0,0,0,0,0,0,1,0,000 000 000 010,valid,0,0 V (no output),none,0,""
#1025,1,0,0,0,0,0,0,0,0,0,1,0,100 000 000 010,valid,0,0 V (no output),none,0,""
#1026,0,1,0,0,0,0,0,0,0,0,1,0,010 000 000 010,valid,0,0 V (no output),none,0,""
#1027,1,1,0,0,0,0,0,0,0,0,1,0,110 000 000 010,valid,0,0 V (no output),none,0,""
#1028,0,0,1,0,0,0,0,0,0,0,1,0,001 000 000 010,valid,0,0 V (no output),none,0,""
#1029,1,0,1,0,0,0,0,0,0,0,1,0,101 000 000 010,valid,0,0 V (no output),none,0,""
#1030,0,1,1,0,0,0,0,0,0,0,1,0,011 000 000 010,valid,0,0 V (no output),none,0,""
#1031,1,1,1,0,0,0,0,0,0,0,1,0,111 000 000 010,valid,0,0 V (no output),none,0,""
#1032,0,0,0,1,0,0,0,0,0,0,1,0,000 100 000 010,valid,0,0 V (no output),none,0,""
#1033,1,0,0,1,0,0,0,0,0,0,1,0,100 100 000 010,valid,0,0 V (no output),none,0,""
#1034,0,1,0,1,0,0,0,0,0,0,1,0,010 100 000 010,valid,0,0 V (no output),none,0,""
#1035,1,1,0,1,0,0,0,0,0,0,1,0,110 100 000 010,valid,0,0 V (no output),none,0,""
#1036,0,0,1,1,0,0,0,0,0,0,1,0,001 100 000 010,valid,0,0 V (no output),none,0,""
#1037,1,0,1,1,0,0,0,0,0,0,1,0,101 100 000 010,short-circuit,0,Short Circuit,none,0,""
#1038,0,1,1,1,0,0,0,0,0,0,1,0,011 100 000 010,valid,0,0 V (no output),none,0,""
#1039,1,1,1,1,0,0,0,0,0,0,1,0,111 100 000 010,short-circuit,0,Short Circuit,none,0,""
#1040,0,0,0,0,1,0,0,0,0,0,1,0,000 010 000 010,valid,0,0 V (no output),none,0,""
#1041,1,0,0,0,1,0,0,0,0,0,1,0,100 010 000 010,valid,0,0 V (no output),none,0,""
#1042,0,1,0,0,1,0,0,0,0,0,1,0,010 010 000 010,valid,0,0 V (no output),none,0,""
#1043,1,1,0,0,1,0,0,0,0,0,1,0,110 010 000 010,valid,0,0 V (no output),none,0,""
#1044,0,0,1,0,1,0,0,0,0,0,1,0,001 010 000 010,valid,0,0 V (no output),none,0,""
#1045,1,0,1,0,1,0,0,0,0,0,1,0,101 010 000 010,valid,0,0 V (no output),none,0,""
#1046,0,1,1,0,1,0,0,0,0,0,1,0,011 010 000 010,short-circuit,0,Short Circuit,none,0,""
#1047,1,1,1,0,1,0,0,0,0,0,1,0,111 010 000 010,short-circuit,0,Short Circuit,none,0,""
#1048,0,0,0,1,1,0,0,0,0,0,1,0,000 110 000 010,valid,0,0 V (no output),none,0,""
#1049,1,0,0,1,1,0,0,0,0,0,1,0,100 110 000 010,valid,0,0 V (no output),none,0,""
#1050,0,1,0,1,1,0,0,0,0,0,1,0,010 110 000 010,valid,0,0 V (no output),none,0,""
#1051,1,1,0,1,1,0,0,0,0,0,1,0,110 110 000 010,valid,0,0 V (no output),none,0,""
#1052,0,0,1,1,1,0,0,0,0,0,1,0,001 110 000 010,valid,0,0 V (no output),none,0,""
#1053,1,0,1,1,1,0,0,0,0,0,1,0,101 110 000 010,short-circuit,0,Short Circuit,none,0,""
#1054,0,1,1,1,1,0,0,0,0,0,1,0,011 110 000 010,short-circuit,0,Short Circuit,none,0,""
#1055,1,1,1,1,1,0,0,0,0,0,1,0,111 110 000 010,short-circuit,0,Short Circuit,none,0,""
#1056,0,0,0,0,0,1,0,0,0,0,1,0,000 001 000 010,valid,0,0 V (no output),none,0,""
#1057,1,0,0,0,0,1,0,0,0,0,1,0,100 001 000 010,valid,0,0 V (no output),none,0,""
#1058,0,1,0,0,0,1,0,0,0,0,1,0,010 001 000 010,valid,0,0 V (no output),none,0,""
#1059,1,1,0,0,0,1,0,0,0,0,1,0,110 001 000 010,valid,0,0 V (no output),none,0,""
#1060,0,0,1,0,0,1,0,0,0,0,1,0,001 001 000 010,valid,0,0 V (no output),none,0,""
#1061,1,0,1,0,0,1,0,0,0,0,1,0,101 001 000 010,valid,0,0 V (no output),none,0,""
#1062,0,1,1,0,0,1,0,0,0,0,1,0,011 001 000 010,valid,0,0 V (no output),none,0,""
#1063,1,1,1,0,0,1,0,0,0,0,1,0,111 001 000 010,valid,0,0 V (no output),none,0,""
#1064,0,0,0,1,0,1,0,0,0,0,1,0,000 101 000 010,valid,0,0 V (no output),none,0,""
#1065,1,0,0,1,0,1,0,0,0,0,1,0,100 101 000 010,valid,0,0 V (no output),none,0,""
#1066,0,1,0,1,0,1,0,0,0,0,1,0,010 101 000 010,valid,0,0 V (no output),none,0,""
#1067,1,1,0,1,0,1,0,0,0,0,1,0,110 101 000 010,valid,0,0 V (no output),none,0,""
#1068,0,0,1,1,0,1,0,0,0,0,1,0,001 101 000 010,valid,0,0 V (no output),none,0,""
#1069,1,0,1,1,0,1,0,0,0,0,1,0,101 101 000 010,short-circuit,0,Short Circuit,none,0,""
#1070,0,1,1,1,0,1,0,0,0,0,1,0,011 101 000 010,valid,0,0 V (no output),none,0,""
#1071,1,1,1,1,0,1,0,0,0,0,1,0,111 101 000 010,short-circuit,0,Short Circuit,none,0,""
#1072,0,0,0,0,1,1,0,0,0,0,1,0,000 011 000 010,valid,0,0 V (no output),none,0,""
#1073,1,0,0,0,1,1,0,0,0,0,1,0,100 011 000 010,valid,0,0 V (no output),none,0,""
#1074,0,1,0,0,1,1,0,0,0,0,1,0,010 011 000 010,valid,0,0 V (no output),none,0,""
#1075,1,1,0,0,1,1,0,0,0,0,1,0,110 011 000 010,valid,0,0 V (no output),none,0,""
#1076,0,0,1,0,1,1,0,0,0,0,1,0,001 011 000 010,valid,0,0 V (no output),none,0,""
#1077,1,0,1,0,1,1,0,0,0,0,1,0,101 011 000 010,valid,0,0 V (no output),none,0,""
#1078,0,1,1,0,1,1,0,0,0,0,1,0,011 011 000 010,short-circuit,0,Short Circuit,none,0,""
#1079,1,1,1,0,1,1,0,0,0,0,1,0,111 011 000 010,short-circuit,0,Short Circuit,none,0,""
#1080,0,0,0,1,1,1,0,0,0,0,1,0,000 111 000 010,valid,0,0 V (no output),none,0,""
#1081,1,0,0,1,1,1,0,0,0,0,1,0,100 111 000 010,valid,0,0 V (no output),none,0,""
#1082,0,1,0,1,1,1,0,0,0,0,1,0,010 111 000 010,valid,0,0 V (no output),none,0,""
#1083,1,1,0,1,1,1,0,0,0,0,1,0,110 111 000 010,valid,0,0 V (no output),none,0,""
#1084,0,0,1,1,1,1,0,0,0,0,1,0,001 111 000 010,valid,0,0 V (no output),none,0,""
#1085,1,0,1,1,1,1,0,0,0,0,1,0,101 111 000 010,short-circuit,0,Short Circuit,none,0,""
#1086,0,1,1,1,1,1,0,0,0,0,1,0,011 111 000 010,short-circuit,0,Short Circuit,none,0,""
#1087,1,1,1,1,1,1,0,0,0,0,1,0,111 111 000 010,short-circuit,0,Short Circuit,none,0,""
#1088,0,0,0,0,0,0,1,0,0,0,1,0,000 000 100 010,valid,0,0 V (no output),none,0,""
#1089,1,0,0,0,0,0,1,0,0,0,1,0,100 000 100 010,valid,0,0 V (no output),none,0,""
#1090,0,1,0,0,0,0,1,0,0,0,1,0,010 000 100 010,valid,0,0 V (no output),none,0,""
#1091,1,1,0,0,0,0,1,0,0,0,1,0,110 000 100 010,valid,0,0 V (no output),none,0,""
#1092,0,0,1,0,0,0,1,0,0,0,1,0,001 000 100 010,valid,0,0 V (no output),none,0,""
#1093,1,0,1,0,0,0,1,0,0,0,1,0,101 000 100 010,valid,0,0 V (no output),none,0,""
#1094,0,1,1,0,0,0,1,0,0,0,1,0,011 000 100 010,valid,0,0 V (no output),none,0,""
#1095,1,1,1,0,0,0,1,0,0,0,1,0,111 000 100 010,valid,0,0 V (no output),none,0,""
#1096,0,0,0,1,0,0,1,0,0,0,1,0,000 100 100 010,valid,0,0 V (no output),none,0,""
#1097,1,0,0,1,0,0,1,0,0,0,1,0,100 100 100 010,valid,0,0 V (no output),none,0,""
#1098,0,1,0,1,0,0,1,0,0,0,1,0,010 100 100 010,valid,0,0 V (no output),none,0,""
#1099,1,1,0,1,0,0,1,0,0,0,1,0,110 100 100 010,valid,0,0 V (no output),none,0,""
#1100,0,0,1,1,0,0,1,0,0,0,1,0,001 100 100 010,valid,0,0 V (no output),none,0,""
#1101,1,0,1,1,0,0,1,0,0,0,1,0,101 100 100 010,short-circuit,0,Short Circuit,none,0,""
#1102,0,1,1,1,0,0,1,0,0,0,1,0,011 100 100 010,valid,0,0 V (no output),none,0,""
#1103,1,1,1,1,0,0,1,0,0,0,1,0,111 100 100 010,short-circuit,0,Short Circuit,none,0,""
#1104,0,0,0,0,1,0,1,0,0,0,1,0,000 010 100 010,valid,0,0 V (no output),none,0,""
#1105,1,0,0,0,1,0,1,0,0,0,1,0,100 010 100 010,valid,0,0 V (no output),none,0,""
#1106,0,1,0,0,1,0,1,0,0,0,1,0,010 010 100 010,valid,0,0 V (no output),none,0,""
#1107,1,1,0,0,1,0,1,0,0,0,1,0,110 010 100 010,valid,0,0 V (no output),none,0,""
#1108,0,0,1,0,1,0,1,0,0,0,1,0,001 010 100 010,valid,0,0 V (no output),none,0,""
#1109,1,0,1,0,1,0,1,0,0,0,1,0,101 010 100 010,valid,0,0 V (no output),none,0,""
#1110,0,1,1,0,1,0,1,0,0,0,1,0,011 010 100 010,short-circuit,0,Short Circuit,none,0,""
#1111,1,1,1,0,1,0,1,0,0,0,1,0,111 010 100 010,short-circuit,0,Short Circuit,none,0,""
#1112,0,0,0,1,1,0,1,0,0,0,1,0,000 110 100 010,valid,0,0 V (no output),none,0,""
#1113,1,0,0,1,1,0,1,0,0,0,1,0,100 110 100 010,valid,0,0 V (no output),none,0,""
#1114,0,1,0,1,1,0,1,0,0,0,1,0,010 110 100 010,valid,0,0 V (no output),none,0,""
#1115,1,1,0,1,1,0,1,0,0,0,1,0,110 110 100 010,valid,0,0 V (no output),none,0,""
#1116,0,0,1,1,1,0,1,0,0,0,1,0,001 110 100 010,valid,0,0 V (no output),none,0,""
#1117,1,0,1,1,1,0,1,0,0,0,1,0,101 110 100 010,short-circuit,0,Short Circuit,none,0,""
#1118,0,1,1,1,1,0,1,0,0,0,1,0,011 110 100 010,short-circuit,0,Short Circuit,none,0,""
#1119,1,1,1,1,1,0,1,0,0,0,1,0,111 110 100 010,short-circuit,0,Short Circuit,none,0,""
#1120,0,0,0,0,0,1,1,0,0,0,1,0,000 001 100 010,valid,0,0 V (no output),none,0,""
#1121,1,0,0,0,0,1,1,0,0,0,1,0,100 001 100 010,valid,0,0 V (no output),none,0,""
#1122,0,1,0,0,0,1,1,0,0,0,1,0,010 001 100 010,valid,0,0 V (no output),none,0,""
#1123,1,1,0,0,0,1,1,0,0,0,1,0,110 001 100 010,valid,0,0 V (no output),none,0,""
#1124,0,0,1,0,0,1,1,0,0,0,1,0,001 001 100 010,valid,0,0 V (no output),none,0,""
#1125,1,0,1,0,0,1,1,0,0,0,1,0,101 001 100 010,short-circuit,0,Short Circuit,none,0,""
#1126,0,1,1,0,0,1,1,0,0,0,1,0,011 001 100 010,valid,0,0 V (no output),none,0,""
#1127,1,1,1,0,0,1,1,0,0,0,1,0,111 001 100 010,short-circuit,0,Short Circuit,none,0,""
#1128,0,0,0,1,0,1,1,0,0,0,1,0,000 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1129,1,0,0,1,0,1,1,0,0,0,1,0,100 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1130,0,1,0,1,0,1,1,0,0,0,1,0,010 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1131,1,1,0,1,0,1,1,0,0,0,1,0,110 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1132,0,0,1,1,0,1,1,0,0,0,1,0,001 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1133,1,0,1,1,0,1,1,0,0,0,1,0,101 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1134,0,1,1,1,0,1,1,0,0,0,1,0,011 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1135,1,1,1,1,0,1,1,0,0,0,1,0,111 101 100 010,short-circuit,0,Short Circuit,none,0,""
#1136,0,0,0,0,1,1,1,0,0,0,1,0,000 011 100 010,valid,0,0 V (no output),none,0,""
#1137,1,0,0,0,1,1,1,0,0,0,1,0,100 011 100 010,valid,0,0 V (no output),none,0,""
#1138,0,1,0,0,1,1,1,0,0,0,1,0,010 011 100 010,valid,0,0 V (no output),none,0,""
#1139,1,1,0,0,1,1,1,0,0,0,1,0,110 011 100 010,short-circuit,0,Short Circuit,none,0,""
#1140,0,0,1,0,1,1,1,0,0,0,1,0,001 011 100 010,valid,0,0 V (no output),none,0,""
#1141,1,0,1,0,1,1,1,0,0,0,1,0,101 011 100 010,short-circuit,0,Short Circuit,none,0,""
#1142,0,1,1,0,1,1,1,0,0,0,1,0,011 011 100 010,short-circuit,0,Short Circuit,none,0,""
#1143,1,1,1,0,1,1,1,0,0,0,1,0,111 011 100 010,short-circuit,0,Short Circuit,none,0,""
#1144,0,0,0,1,1,1,1,0,0,0,1,0,000 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1145,1,0,0,1,1,1,1,0,0,0,1,0,100 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1146,0,1,0,1,1,1,1,0,0,0,1,0,010 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1147,1,1,0,1,1,1,1,0,0,0,1,0,110 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1148,0,0,1,1,1,1,1,0,0,0,1,0,001 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1149,1,0,1,1,1,1,1,0,0,0,1,0,101 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1150,0,1,1,1,1,1,1,0,0,0,1,0,011 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1151,1,1,1,1,1,1,1,0,0,0,1,0,111 111 100 010,short-circuit,0,Short Circuit,none,0,""
#1152,0,0,0,0,0,0,0,1,0,0,1,0,000 000 010 010,valid,0,0 V (no output),none,0,""
#1153,1,0,0,0,0,0,0,1,0,0,1,0,100 000 010 010,valid,0,0 V (no output),none,0,""
#1154,0,1,0,0,0,0,0,1,0,0,1,0,010 000 010 010,valid,0,0 V (no output),none,0,""
#1155,1,1,0,0,0,0,0,1,0,0,1,0,110 000 010 010,valid,0,0 V (no output),none,0,""
#1156,0,0,1,0,0,0,0,1,0,0,1,0,001 000 010 010,valid,0,0 V (no output),none,0,""
#1157,1,0,1,0,0,0,0,1,0,0,1,0,101 000 010 010,valid,0,0 V (no output),none,0,""
#1158,0,1,1,0,0,0,0,1,0,0,1,0,011 000 010 010,valid,0,0 V (no output),none,0,""
#1159,1,1,1,0,0,0,0,1,0,0,1,0,111 000 010 010,valid,0,0 V (no output),none,0,""
#1160,0,0,0,1,0,0,0,1,0,0,1,0,000 100 010 010,valid,0,0 V (no output),none,0,""
#1161,1,0,0,1,0,0,0,1,0,0,1,0,100 100 010 010,valid,0,0 V (no output),none,0,""
#1162,0,1,0,1,0,0,0,1,0,0,1,0,010 100 010 010,valid,0,0 V (no output),none,0,""
#1163,1,1,0,1,0,0,0,1,0,0,1,0,110 100 010 010,valid,0,0 V (no output),none,0,""
#1164,0,0,1,1,0,0,0,1,0,0,1,0,001 100 010 010,valid,0,0 V (no output),none,0,""
#1165,1,0,1,1,0,0,0,1,0,0,1,0,101 100 010 010,short-circuit,0,Short Circuit,none,0,""
#1166,0,1,1,1,0,0,0,1,0,0,1,0,011 100 010 010,valid,0,0 V (no output),none,0,""
#1167,1,1,1,1,0,0,0,1,0,0,1,0,111 100 010 010,short-circuit,0,Short Circuit,none,0,""
#1168,0,0,0,0,1,0,0,1,0,0,1,0,000 010 010 010,valid,0,0 V (no output),none,0,""
#1169,1,0,0,0,1,0,0,1,0,0,1,0,100 010 010 010,valid,0,0 V (no output),none,0,""
#1170,0,1,0,0,1,0,0,1,0,0,1,0,010 010 010 010,valid,0,0 V (no output),none,0,""
#1171,1,1,0,0,1,0,0,1,0,0,1,0,110 010 010 010,valid,0,0 V (no output),none,0,""
#1172,0,0,1,0,1,0,0,1,0,0,1,0,001 010 010 010,valid,0,0 V (no output),none,0,""
#1173,1,0,1,0,1,0,0,1,0,0,1,0,101 010 010 010,valid,0,0 V (no output),none,0,""
#1174,0,1,1,0,1,0,0,1,0,0,1,0,011 010 010 010,short-circuit,0,Short Circuit,none,0,""
#1175,1,1,1,0,1,0,0,1,0,0,1,0,111 010 010 010,short-circuit,0,Short Circuit,none,0,""
#1176,0,0,0,1,1,0,0,1,0,0,1,0,000 110 010 010,valid,0,0 V (no output),none,0,""
#1177,1,0,0,1,1,0,0,1,0,0,1,0,100 110 010 010,valid,0,0 V (no output),none,0,""
#1178,0,1,0,1,1,0,0,1,0,0,1,0,010 110 010 010,valid,0,0 V (no output),none,0,""
#1179,1,1,0,1,1,0,0,1,0,0,1,0,110 110 010 010,valid,0,0 V (no output),none,0,""
#1180,0,0,1,1,1,0,0,1,0,0,1,0,001 110 010 010,valid,0,0 V (no output),none,0,""
#1181,1,0,1,1,1,0,0,1,0,0,1,0,101 110 010 010,short-circuit,0,Short Circuit,none,0,""
#1182,0,1,1,1,1,0,0,1,0,0,1,0,011 110 010 010,short-circuit,0,Short Circuit,none,0,""
#1183,1,1,1,1,1,0,0,1,0,0,1,0,111 110 010 010,short-circuit,0,Short Circuit,none,0,""
#1184,0,0,0,0,0,1,0,1,0,0,1,0,000 001 010 010,valid,0,0 V (no output),none,0,""
#1185,1,0,0,0,0,1,0,1,0,0,1,0,100 001 010 010,valid,0,0 V (no output),none,0,""
#1186,0,1,0,0,0,1,0,1,0,0,1,0,010 001 010 010,valid,0,0 V (no output),none,0,""
#1187,1,1,0,0,0,1,0,1,0,0,1,0,110 001 010 010,valid,0,0 V (no output),none,0,""
#1188,0,0,1,0,0,1,0,1,0,0,1,0,001 001 010 010,valid,0,0 V (no output),none,0,""
#1189,1,0,1,0,0,1,0,1,0,0,1,0,101 001 010 010,valid,0,0 V (no output),none,0,""
#1190,0,1,1,0,0,1,0,1,0,0,1,0,011 001 010 010,short-circuit,0,Short Circuit,none,0,""
#1191,1,1,1,0,0,1,0,1,0,0,1,0,111 001 010 010,short-circuit,0,Short Circuit,none,0,""
#1192,0,0,0,1,0,1,0,1,0,0,1,0,000 101 010 010,valid,0,0 V (no output),none,0,""
#1193,1,0,0,1,0,1,0,1,0,0,1,0,100 101 010 010,valid,0,0 V (no output),none,0,""
#1194,0,1,0,1,0,1,0,1,0,0,1,0,010 101 010 010,valid,0,0 V (no output),none,0,""
#1195,1,1,0,1,0,1,0,1,0,0,1,0,110 101 010 010,short-circuit,0,Short Circuit,none,0,""
#1196,0,0,1,1,0,1,0,1,0,0,1,0,001 101 010 010,valid,0,0 V (no output),none,0,""
#1197,1,0,1,1,0,1,0,1,0,0,1,0,101 101 010 010,short-circuit,0,Short Circuit,none,0,""
#1198,0,1,1,1,0,1,0,1,0,0,1,0,011 101 010 010,short-circuit,0,Short Circuit,none,0,""
#1199,1,1,1,1,0,1,0,1,0,0,1,0,111 101 010 010,short-circuit,0,Short Circuit,none,0,""
#1200,0,0,0,0,1,1,0,1,0,0,1,0,000 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1201,1,0,0,0,1,1,0,1,0,0,1,0,100 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1202,0,1,0,0,1,1,0,1,0,0,1,0,010 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1203,1,1,0,0,1,1,0,1,0,0,1,0,110 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1204,0,0,1,0,1,1,0,1,0,0,1,0,001 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1205,1,0,1,0,1,1,0,1,0,0,1,0,101 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1206,0,1,1,0,1,1,0,1,0,0,1,0,011 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1207,1,1,1,0,1,1,0,1,0,0,1,0,111 011 010 010,short-circuit,0,Short Circuit,none,0,""
#1208,0,0,0,1,1,1,0,1,0,0,1,0,000 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1209,1,0,0,1,1,1,0,1,0,0,1,0,100 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1210,0,1,0,1,1,1,0,1,0,0,1,0,010 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1211,1,1,0,1,1,1,0,1,0,0,1,0,110 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1212,0,0,1,1,1,1,0,1,0,0,1,0,001 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1213,1,0,1,1,1,1,0,1,0,0,1,0,101 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1214,0,1,1,1,1,1,0,1,0,0,1,0,011 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1215,1,1,1,1,1,1,0,1,0,0,1,0,111 111 010 010,short-circuit,0,Short Circuit,none,0,""
#1216,0,0,0,0,0,0,1,1,0,0,1,0,000 000 110 010,valid,0,0 V (no output),none,0,""
#1217,1,0,0,0,0,0,1,1,0,0,1,0,100 000 110 010,valid,0,0 V (no output),none,0,""
#1218,0,1,0,0,0,0,1,1,0,0,1,0,010 000 110 010,valid,0,0 V (no output),none,0,""
#1219,1,1,0,0,0,0,1,1,0,0,1,0,110 000 110 010,valid,0,0 V (no output),none,0,""
#1220,0,0,1,0,0,0,1,1,0,0,1,0,001 000 110 010,valid,0,0 V (no output),none,0,""
#1221,1,0,1,0,0,0,1,1,0,0,1,0,101 000 110 010,valid,0,0 V (no output),none,0,""
#1222,0,1,1,0,0,0,1,1,0,0,1,0,011 000 110 010,valid,0,0 V (no output),none,0,""
#1223,1,1,1,0,0,0,1,1,0,0,1,0,111 000 110 010,valid,0,0 V (no output),none,0,""
#1224,0,0,0,1,0,0,1,1,0,0,1,0,000 100 110 010,valid,0,0 V (no output),none,0,""
#1225,1,0,0,1,0,0,1,1,0,0,1,0,100 100 110 010,valid,0,0 V (no output),none,0,""
#1226,0,1,0,1,0,0,1,1,0,0,1,0,010 100 110 010,valid,0,0 V (no output),none,0,""
#1227,1,1,0,1,0,0,1,1,0,0,1,0,110 100 110 010,valid,0,0 V (no output),none,0,""
#1228,0,0,1,1,0,0,1,1,0,0,1,0,001 100 110 010,valid,0,0 V (no output),none,0,""
#1229,1,0,1,1,0,0,1,1,0,0,1,0,101 100 110 010,short-circuit,0,Short Circuit,none,0,""
#1230,0,1,1,1,0,0,1,1,0,0,1,0,011 100 110 010,short-circuit,0,Short Circuit,none,0,""
#1231,1,1,1,1,0,0,1,1,0,0,1,0,111 100 110 010,short-circuit,0,Short Circuit,none,0,""
#1232,0,0,0,0,1,0,1,1,0,0,1,0,000 010 110 010,valid,0,0 V (no output),none,0,""
#1233,1,0,0,0,1,0,1,1,0,0,1,0,100 010 110 010,valid,0,0 V (no output),none,0,""
#1234,0,1,0,0,1,0,1,1,0,0,1,0,010 010 110 010,valid,0,0 V (no output),none,0,""
#1235,1,1,0,0,1,0,1,1,0,0,1,0,110 010 110 010,valid,0,0 V (no output),none,0,""
#1236,0,0,1,0,1,0,1,1,0,0,1,0,001 010 110 010,valid,0,0 V (no output),none,0,""
#1237,1,0,1,0,1,0,1,1,0,0,1,0,101 010 110 010,short-circuit,0,Short Circuit,none,0,""
#1238,0,1,1,0,1,0,1,1,0,0,1,0,011 010 110 010,short-circuit,0,Short Circuit,none,0,""
#1239,1,1,1,0,1,0,1,1,0,0,1,0,111 010 110 010,short-circuit,0,Short Circuit,none,0,""
#1240,0,0,0,1,1,0,1,1,0,0,1,0,000 110 110 010,valid,0,0 V (no output),none,0,""
#1241,1,0,0,1,1,0,1,1,0,0,1,0,100 110 110 010,valid,0,0 V (no output),none,0,""
#1242,0,1,0,1,1,0,1,1,0,0,1,0,010 110 110 010,valid,0,0 V (no output),none,0,""
#1243,1,1,0,1,1,0,1,1,0,0,1,0,110 110 110 010,valid,0,0 V (no output),none,0,""
#1244,0,0,1,1,1,0,1,1,0,0,1,0,001 110 110 010,valid,0,0 V (no output),none,0,""
#1245,1,0,1,1,1,0,1,1,0,0,1,0,101 110 110 010,short-circuit,0,Short Circuit,none,0,""
#1246,0,1,1,1,1,0,1,1,0,0,1,0,011 110 110 010,short-circuit,0,Short Circuit,none,0,""
#1247,1,1,1,1,1,0,1,1,0,0,1,0,111 110 110 010,short-circuit,0,Short Circuit,none,0,""
#1248,0,0,0,0,0,1,1,1,0,0,1,0,000 001 110 010,valid,0,0 V (no output),none,0,""
#1249,1,0,0,0,0,1,1,1,0,0,1,0,100 001 110 010,valid,0,0 V (no output),none,0,""
#1250,0,1,0,0,0,1,1,1,0,0,1,0,010 001 110 010,valid,0,0 V (no output),none,0,""
#1251,1,1,0,0,0,1,1,1,0,0,1,0,110 001 110 010,valid,0,0 V (no output),none,0,""
#1252,0,0,1,0,0,1,1,1,0,0,1,0,001 001 110 010,valid,0,0 V (no output),none,0,""
#1253,1,0,1,0,0,1,1,1,0,0,1,0,101 001 110 010,short-circuit,0,Short Circuit,none,0,""
#1254,0,1,1,0,0,1,1,1,0,0,1,0,011 001 110 010,short-circuit,0,Short Circuit,none,0,""
#1255,1,1,1,0,0,1,1,1,0,0,1,0,111 001 110 010,short-circuit,0,Short Circuit,none,0,""
#1256,0,0,0,1,0,1,1,1,0,0,1,0,000 101 110 010,short-circuit,0,Short Circuit,none,0,""
#1257,1,0,0,1,0,1,1,1,0,0,1,0,100 101 110 010,short-circuit,0,Short Circuit,none,0,""
#1258,0,1,0,1,0,1,1,1,0,0,1,0,010 101 110 010,short-circuit,0,Short Circuit,none,0,""
#1259,1,1,0,1,0,1,1,1,0,0,1,0,110 101 110 010,short-circuit,0,Short Circuit,none,0,""
